;Learning_rate;Momentum;Number_of_hidden_layers;Number_of_nodes_per_layer;Time;accuracies;losses;AVG_loss;AVG_acc
213;0.1;0.5;3;[32, 64, 16, 10];12.90407943725586;[0.9006166458129883, 0.9503833055496216, 0.9608666896820068, 0.9662500023841858];[0.32221364974975586, 0.16439443826675415, 0.1333857625722885, 0.11460365355014801];0.1362198442220688;0.958899974822998
214;0.1;0.5;3;[64, 16, 32, 10];14.03571605682373;[0.911300003528595, 0.958133339881897, 0.9674999713897705, 0.9722999930381775];[0.28962427377700806, 0.13977909088134766, 0.10835596174001694, 0.09181994944810867];0.10000735521316528;0.9710000157356262
215;0.1;0.5;3;[64, 32, 16, 10];15.80307912826538;[0.9120333194732666, 0.9586666822433472, 0.9679166674613953, 0.9731166958808899];[0.28650757670402527, 0.1366364061832428, 0.10712915658950806, 0.08908703923225403];0.11283863335847855;0.9689000248908997
216;0.1;0.6;3;[16, 32, 64, 10];13.21870231628418;[0.8867833614349365, 0.9330333471298218, 0.9439666867256165, 0.9487000107765198];[0.36580973863601685, 0.22270900011062622, 0.19010259211063385, 0.17468789219856262];0.16464807093143463;0.9513999819755554
217;0.1;0.6;3;[16, 64, 32, 10];12.965449571609497;[0.8820333480834961, 0.9310666918754578, 0.9400833249092102, 0.9448500275611877];[0.38084208965301514, 0.2322664111852646, 0.2041957676410675, 0.1858312487602234];0.174900621175766;0.9495000243186951
218;0.1;0.6;3;[32, 16, 64, 10];12.350495338439941;[0.9010833501815796, 0.9473000168800354, 0.9553333520889282, 0.9619166851043701];[0.3241334557533264, 0.17769578099250793, 0.15000243484973907, 0.1295754611492157];0.1591694951057434;0.9539999961853027
219;0.1;0.6;3;[32, 64, 16, 10];13.602502822875977;[0.9020833373069763, 0.9509000182151794, 0.9610166549682617, 0.9650166630744934];[0.32349395751953125, 0.1670738011598587, 0.13376609981060028, 0.11480452120304108];0.12322376668453217;0.9642000198364258
220;0.1;0.6;3;[64, 16, 32, 10];14.458417654037476;[0.9016000032424927, 0.9563166499137878, 0.965399980545044, 0.9700166583061218];[0.31525760889053345, 0.14746004343032837, 0.11682410538196564, 0.09756532311439514];0.11606784909963608;0.9652000069618225
221;0.1;0.6;3;[64, 32, 16, 10];14.790430307388306;[0.9059666395187378, 0.957966685295105, 0.9674666523933411, 0.9716500043869019];[0.30512139201164246, 0.14284998178482056, 0.11035588383674622, 0.09669981896877289];0.11870922893285751;0.965499997138977
222;0.1;0.7;3;[16, 32, 64, 10];12.257829904556274;[0.8882666826248169, 0.9324166774749756, 0.9402166604995728, 0.9444500207901001];[0.3710615932941437, 0.23540544509887695, 0.20517052710056305, 0.1915418803691864];0.21747693419456482;0.9427000284194946
223;0.1;0.7;3;[16, 64, 32, 10];11.205005407333374;[0.8883333206176758, 0.9335833191871643, 0.9409166574478149, 0.9450333118438721];[0.36772897839546204, 0.22970226407051086, 0.20459021627902985, 0.1932145208120346];0.19814634323120117;0.9434999823570251
224;0.1;0.7;3;[32, 16, 64, 10];13.5874183177948;[0.8985499739646912, 0.9455333352088928, 0.9546833038330078, 0.9601166844367981];[0.3324970006942749, 0.18626362085342407, 0.15839144587516785, 0.13841064274311066];0.15428657829761505;0.9580000042915344
225;0.1;0.7;3;[32, 64, 16, 10];14.237984418869019;[0.9005833268165588, 0.9497666954994202, 0.9574999809265137, 0.9642833471298218];[0.32616597414016724, 0.1722184717655182, 0.1440337598323822, 0.12366074323654175];0.12556710839271545;0.9632999897003174
226;0.1;0.7;3;[64, 16, 32, 10];14.352448463439941;[0.9078666567802429, 0.956250011920929, 0.9643999934196472, 0.9700333476066589];[0.3059544563293457, 0.14963622391223907, 0.12079401314258575, 0.10420907288789749];0.1092890128493309;0.968999981880188
227;0.1;0.7;3;[64, 32, 16, 10];14.67323088645935;[0.9074833393096924, 0.9545833468437195, 0.963699996471405, 0.9701166749000549];[0.30624693632125854, 0.1591123640537262, 0.1250244379043579, 0.10356120765209198];0.12644411623477936;0.9648000001907349
228;0.1;0.8;3;[16, 32, 64, 10];11.831337928771973;[0.8850333094596863, 0.9277666807174683, 0.9357666373252869, 0.9376166462898254];[0.39479872584342957, 0.26050448417663574, 0.23786558210849762, 0.2234158217906952];0.21642744541168213;0.9413999915122986
229;0.1;0.8;3;[16, 64, 32, 10];11.997708320617676;[0.875333309173584, 0.9247000217437744, 0.9325500130653381, 0.9364833235740662];[0.4229772388935089, 0.2728053629398346, 0.2477622926235199, 0.235648974776268];0.23523756861686707;0.9333999752998352
230;0.1;0.8;3;[32, 16, 64, 10];13.074907064437866;[0.8903666734695435, 0.9377999901771545, 0.9482333064079285, 0.9539833068847656];[0.3700748085975647, 0.22190120816230774, 0.18967968225479126, 0.17106379568576813];0.17459668219089508;0.9509999752044678
231;0.1;0.8;3;[32, 64, 16, 10];12.56253433227539;[0.9016166925430298, 0.9467999935150146, 0.9548666477203369, 0.9610333442687988];[0.33576783537864685, 0.19462308287620544, 0.16651713848114014, 0.14513424038887024];0.1578078269958496;0.9595999717712402
232;0.1;0.8;3;[64, 16, 32, 10];13.769705057144165;[0.906583309173584, 0.9541000127792358, 0.9628999829292297, 0.9669333100318909];[0.3156755566596985, 0.16641423106193542, 0.13732756674289703, 0.11792968958616257];0.13953609764575958;0.9635999798774719
233;0.1;0.8;3;[64, 32, 16, 10];13.792494058609009;[0.9068499803543091, 0.9515500068664551, 0.9605000019073486, 0.9663000106811523];[0.3223991096019745, 0.1749819815158844, 0.14539453387260437, 0.12465081363916397];0.16401095688343048;0.9645000100135803
234;0.1;0.9;3;[16, 32, 64, 10];11.429722785949707;[0.8134499788284302, 0.6668333411216736, 0.4179166555404663, 0.41733333468437195];[0.6804767847061157, 1.0509477853775024, 1.4795044660568237, 1.4639147520065308];1.5368865728378296;0.350600004196167
235;0.1;0.9;3;[16, 64, 32, 10];10.98425555229187;[0.7739166617393494, 0.8474666476249695, 0.538266658782959, 0.2200833261013031];[0.7195446491241455, 0.6086931228637695, 1.3258793354034424, 2.033090829849243];1.9420214891433716;0.24330000579357147
236;0.1;0.9;3;[32, 16, 64, 10];12.068787336349487;[0.84006667137146, 0.7165666818618774, 0.44734999537467957, 0.26135000586509705];[0.5915719270706177, 0.8894482851028442, 1.391034483909607, 1.8416050672531128];1.90952730178833;0.2320999950170517
237;0.1;0.9;3;[32, 64, 16, 10];12.854644775390625;[0.8584833145141602, 0.9121833443641663, 0.923383355140686, 0.9253000020980835];[0.5213420391082764, 0.36832013726234436, 0.31995686888694763, 0.31158342957496643];0.30745211243629456;0.9225000143051147
238;0.1;0.9;3;[64, 16, 32, 10];13.029521942138672;[0.8655333518981934, 0.9255666732788086, 0.9226166605949402, 0.38190001249313354];[0.49158334732055664, 0.30828559398651123, 0.336117684841156, 1.6979204416275024];2.30602765083313;0.10100000351667404
239;0.1;0.9;3;[64, 32, 16, 10];13.285659790039062;[0.8710833191871643, 0.9184166789054871, 0.8884999752044678, 0.3034999966621399];[0.48033764958381653, 0.35403087735176086, 0.4291132390499115, 1.8161823749542236];1.8616933822631836;0.21060000360012054
240;1.0;0.0;3;[16, 32, 64, 10];11.2401282787323;[0.18098333477973938, 0.2027333378791809, 0.19589999318122864, 0.12780000269412994];[2.0958516597747803, 2.014530897140503, 2.044119119644165, 2.2474653720855713];2.3049001693725586;0.10279999673366547
241;1.0;0.0;3;[16, 64, 32, 10];11.446336030960083;[0.18636666238307953, 0.10499999672174454, 0.10341666638851166, 0.10533333569765091];[2.0612988471984863, 2.3078558444976807, 2.3086249828338623, 2.308912515640259];2.307589054107666;0.0982000008225441
242;1.0;0.0;3;[32, 16, 64, 10];12.565026044845581;[0.10525000095367432, 0.10306666791439056, 0.10623333603143692, 0.10426666587591171];[2.3086369037628174, 2.3083784580230713, 2.3084542751312256, 2.3084559440612793];2.3075993061065674;0.10320000350475311
243;1.0;0.0;3;[32, 64, 16, 10];12.244094133377075;[0.16664999723434448, 0.10294999927282333, 0.10373333096504211, 0.10689999908208847];[2.1643576622009277, 2.3087973594665527, 2.308758497238159, 2.3083858489990234];2.3089559078216553;0.0957999974489212
244;1.0;0.0;3;[64, 16, 32, 10];12.866740942001343;[0.10201666504144669, 0.10384999960660934, 0.10194999724626541, 0.10463333129882812];[2.3103435039520264, 2.30841326713562, 2.3085432052612305, 2.3085806369781494];2.3167245388031006;0.11349999904632568
245;1.0;0.0;3;[64, 32, 16, 10];11.974567413330078;[0.23988333344459534, 0.14836665987968445, 0.10623333603143692, 0.10456666350364685];[1.9917913675308228, 3.496269702911377, 2.307905435562134, 2.308593988418579];2.3103158473968506;0.10279999673366547
246;1.0;0.1;3;[16, 32, 64, 10];12.43052363395691;[0.10869999974966049, 0.10260000079870224, 0.10403333604335785, 0.10691666603088379];[2.3071587085723877, 2.310180425643921, 2.3095288276672363, 2.3089029788970947];2.3166630268096924;0.0957999974489212
247;1.0;0.1;3;[16, 64, 32, 10];11.041031837463379;[0.1471666693687439, 0.10281666368246078, 0.10331666469573975, 0.10326666384935379];[2.227299213409424, 2.309612989425659, 2.309032440185547, 2.3093981742858887];2.310819625854492;0.09740000218153
248;1.0;0.1;3;[32, 16, 64, 10];13.788496732711792;[0.10904999822378159, 0.10346666723489761, 0.10368333011865616, 0.10279999673366547];[2.3032329082489014, 2.3091542720794678, 2.3095650672912598, 2.309624433517456];2.3108277320861816;0.11349999904632568
249;1.0;0.1;3;[32, 64, 16, 10];12.686005353927612;[0.10655000060796738, 0.10241666436195374, 0.10215000063180923, 0.10384999960660934];[2.3086328506469727, 2.3095860481262207, 2.3098363876342773, 2.30922532081604];2.3024682998657227;0.11349999904632568
250;1.0;0.1;3;[64, 16, 32, 10];13.333388805389404;[0.10474999994039536, 0.10440000146627426, 0.10311666876077652, 0.10284999758005142];[2.3129055500030518, 2.3093011379241943, 2.3092761039733887, 2.309805393218994];2.3060975074768066;0.11349999904632568
251;1.0;0.1;3;[64, 32, 16, 10];14.667501211166382;[0.10499999672174454, 0.1028333306312561, 0.10480000078678131, 0.10423333197832108];[2.3210372924804688, 2.309757709503174, 2.3093409538269043, 2.309587001800537];2.3078131675720215;0.10279999673366547
252;1.0;0.2;3;[16, 32, 64, 10];11.886937379837036;[0.10251666605472565, 0.1046999990940094, 0.10196666419506073, 0.10350000113248825];[2.3163998126983643, 2.3096601963043213, 2.3107666969299316, 2.3107314109802246];2.3051583766937256;0.11349999904632568
253;1.0;0.2;3;[16, 64, 32, 10];13.81137990951538;[0.10801666975021362, 0.10458333045244217, 0.101583331823349, 0.1014999970793724];[2.3074941635131836, 2.309696912765503, 2.3106703758239746, 2.3106093406677246];2.3083863258361816;0.11349999904632568
254;1.0;0.2;3;[32, 16, 64, 10];15.336176872253418;[0.10323332995176315, 0.10248333215713501, 0.1029166653752327, 0.1041666641831398];[2.311487913131714, 2.310401201248169, 2.3105335235595703, 2.3103251457214355];2.3105063438415527;0.11349999904632568
255;1.0;0.2;3;[32, 64, 16, 10];15.540709972381592;[0.10368333011865616, 0.10403333604335785, 0.10406666994094849, 0.1042499989271164];[2.3113303184509277, 2.310087203979492, 2.3107357025146484, 2.3097383975982666];2.310020923614502;0.0982000008225441
256;1.0;0.2;3;[64, 16, 32, 10];16.22717261314392;[0.10384999960660934, 0.1031000018119812, 0.10468333214521408, 0.10360000282526016];[84717.875, 2.3100929260253906, 2.310438871383667, 2.3104124069213867];2.305630683898926;0.10090000182390213
257;1.0;0.2;3;[64, 32, 16, 10];15.236008644104004;[0.10521666705608368, 0.10351666808128357, 0.10554999858140945, 0.10236666351556778];[2.3119451999664307, 2.310690402984619, 2.3099558353424072, 2.3110170364379883];2.306090831756592;0.10100000351667404
258;1.0;0.3;3;[16, 32, 64, 10];11.823255062103271;[0.20333333313465118, 0.1172500029206276, 0.10090000182390213, 0.10270000249147415];[2.04010009765625, 2.2750911712646484, 2.3125078678131104, 2.3116538524627686];2.3079559803009033;0.11349999904632568
259;1.0;0.3;3;[16, 64, 32, 10];12.648983240127563;[0.10538333654403687, 0.1048833355307579, 0.1033666655421257, 0.1039833351969719];[2.3119568824768066, 2.3111631870269775, 2.311685085296631, 2.3111844062805176];2.31146240234375;0.10279999673366547
260;1.0;0.3;3;[32, 16, 64, 10];14.57883334159851;[0.1036333367228508, 0.10438333451747894, 0.10260000079870224, 0.10356666892766953];[2.3137307167053223, 2.3115038871765137, 2.31197190284729, 2.3115968704223633];2.304816484451294;0.11349999904632568
261;1.0;0.3;3;[32, 64, 16, 10];15.318655729293823;[0.11303333193063736, 0.10261666774749756, 0.10260000079870224, 0.10300000011920929];[2.295332193374634, 2.3125622272491455, 2.311399221420288, 2.3114192485809326];2.310615062713623;0.09799999743700027
262;1.0;0.3;3;[64, 16, 32, 10];15.687784194946289;[0.10571666806936264, 0.10341666638851166, 0.1014999970793724, 0.10498332977294922];[2.3114144802093506, 2.3116512298583984, 2.3121790885925293, 2.311143636703491];2.3091964721679688;0.11349999904632568
263;1.0;0.3;3;[64, 32, 16, 10];15.338313579559326;[0.10414999723434448, 0.10244999825954437, 0.10226666927337646, 0.10366666316986084];[1323000659968.0, 2.312255382537842, 2.311305284500122, 2.3115458488464355];2.317532539367676;0.0982000008225441
264;1.0;0.4;3;[16, 32, 64, 10];12.303444147109985;[0.2006833404302597, 0.1992499977350235, 0.1956000030040741, 0.20131666958332062];[2.0513253211975098, 2.055478572845459, 2.0610523223876953, 2.048011302947998];2.01356840133667;0.21089999377727509
265;1.0;0.4;3;[16, 64, 32, 10];13.71028208732605;[0.11516666412353516, 0.10040000081062317, 0.10191666334867477, 0.10215000063180923];[2.295975923538208, 2.31369686126709, 2.3134968280792236, 2.3138580322265625];2.3165395259857178;0.10100000351667404
266;1.0;0.4;3;[32, 16, 64, 10];13.30636191368103;[0.10121666640043259, 0.102033331990242, 0.10114999860525131, 0.10384999960660934];[2.3208305835723877, 2.313716173171997, 2.3134572505950928, 2.3137576580047607];2.3174383640289307;0.09799999743700027
267;1.0;0.4;3;[32, 64, 16, 10];12.957212924957275;[0.10378333181142807, 0.1051499992609024, 0.10358333587646484, 0.10261666774749756];[2.311920404434204, 2.3130204677581787, 2.3136324882507324, 2.313281536102295];2.3193161487579346;0.10279999673366547
268;1.0;0.4;3;[64, 16, 32, 10];13.892295837402344;[0.1014999970793724, 0.10278332978487015, 0.10438333451747894, 0.10358333587646484];[2.3155744075775146, 2.3131444454193115, 2.313311815261841, 2.312953233718872];2.3126814365386963;0.09799999743700027
269;1.0;0.4;3;[64, 32, 16, 10];14.471597671508789;[0.10320000350475311, 0.10294999927282333, 0.10558333247900009, 0.10373333096504211];[2.3135623931884766, 2.313288688659668, 2.3124372959136963, 2.3137640953063965];2.308882474899292;0.10100000351667404
270;1.0;0.5;3;[16, 32, 64, 10];13.100183010101318;[0.1044333353638649, 0.10374999791383743, 0.10225000232458115, 0.10306666791439056];[2.3152923583984375, 2.3153584003448486, 2.3154098987579346, 2.3154356479644775];2.320234775543213;0.09740000218153
271;1.0;0.5;3;[16, 64, 32, 10];12.801661491394043;[0.10306666791439056, 0.10278332978487015, 0.10136666893959045, 0.10423333197832108];[2.320028066635132, 2.3162710666656494, 2.3157925605773926, 2.315472364425659];2.319411039352417;0.11349999904632568
272;1.0;0.5;3;[32, 16, 64, 10];13.033003091812134;[0.10106666386127472, 0.10148333013057709, 0.10186666995286942, 0.10136666893959045];[2.321012258529663, 2.3159239292144775, 2.3158445358276367, 2.3161559104919434];2.305544137954712;0.10279999673366547
273;1.0;0.5;3;[32, 64, 16, 10];12.742438554763794;[0.1028333306312561, 0.10140000283718109, 0.10396666824817657, 0.10034999996423721];[2.316803216934204, 2.3164820671081543, 2.3159682750701904, 2.315486431121826];2.320401430130005;0.10279999673366547
274;1.0;0.5;3;[64, 16, 32, 10];14.2135591506958;[0.10506666451692581, 0.10213333368301392, 0.10463333129882812, 0.10153333097696304];[2.3175461292266846, 2.315901279449463, 2.315608024597168, 2.3155457973480225];2.3157577514648438;0.11349999904632568
275;1.0;0.5;3;[64, 32, 16, 10];13.704448461532593;[0.10223333537578583, 0.10270000249147415, 0.10393333435058594, 0.10360000282526016];[2.3222341537475586, 2.315976142883301, 2.3157529830932617, 2.3148555755615234];2.3144445419311523;0.10320000350475311
276;1.0;0.6;3;[16, 32, 64, 10];11.222585916519165;[0.11061666905879974, 0.10128333419561386, 0.10011667013168335, 0.10038333386182785];[2.305508852005005, 2.319949150085449, 2.3201448917388916, 2.320051670074463];2.317040205001831;0.08919999748468399
277;1.0;0.6;3;[16, 64, 32, 10];10.947065353393555;[0.10734999924898148, 0.10231667011976242, 0.10098333656787872, 0.10331666469573975];[2.3195438385009766, 2.320319414138794, 2.3200299739837646, 2.318869113922119];2.3181073665618896;0.0957999974489212
278;1.0;0.6;3;[32, 16, 64, 10];12.525087118148804;[0.10248333215713501, 0.10271666944026947, 0.1013166680932045, 0.10298333317041397];[2.3252968788146973, 2.3190057277679443, 2.3198070526123047, 2.319573402404785];2.3071351051330566;0.10100000351667404
279;1.0;0.6;3;[32, 64, 16, 10];13.798333406448364;[0.10323332995176315, 0.10328333079814911, 0.10180000215768814, 0.10225000232458115];[2.323509454727173, 2.3186535835266113, 2.319854974746704, 2.3188369274139404];2.3269436359405518;0.10279999673366547
280;1.0;0.6;3;[64, 16, 32, 10];14.763628959655762;[0.10368333011865616, 0.10239999741315842, 0.10225000232458115, 0.10433333367109299];[2.40126633644104, 2.3200137615203857, 2.320125102996826, 2.318552017211914];2.3060011863708496;0.0982000008225441
281;1.0;0.6;3;[64, 32, 16, 10];15.066505908966064;[0.10518333315849304, 0.1036333367228508, 0.10208333283662796, 0.10181666910648346];[2.3174402713775635, 2.318903923034668, 2.3196523189544678, 2.319305419921875];2.333853244781494;0.10279999673366547
282;1.0;0.7;3;[16, 32, 64, 10];13.185338020324707;[0.10293333232402802, 0.10261666774749756, 0.10521666705608368, 0.10436666756868362];[2.3262569904327393, 2.3253395557403564, 2.3238887786865234, 2.3251349925994873];2.321143865585327;0.11349999904632568
283;1.0;0.7;3;[16, 64, 32, 10];11.715968370437622;[0.10374999791383743, 0.10055000334978104, 0.10356666892766953, 0.10128333419561386];[2.324911117553711, 2.325543165206909, 2.3235278129577637, 2.326110601425171];2.331401824951172;0.11349999904632568
284;1.0;0.7;3;[32, 16, 64, 10];12.536117553710938;[0.10189999639987946, 0.09966666996479034, 0.10143333673477173, 0.1035500019788742];[2.3264212608337402, 2.32560396194458, 2.3247833251953125, 2.325463056564331];2.31884503364563;0.08919999748468399
285;1.0;0.7;3;[32, 64, 16, 10];11.86183786392212;[0.10326666384935379, 0.10196666419506073, 0.10156666487455368, 0.10236666351556778];[2.32542085647583, 2.3248910903930664, 2.32563853263855, 2.3258845806121826];2.3299012184143066;0.09740000218153
286;1.0;0.7;3;[64, 16, 32, 10];12.937246084213257;[0.10208333283662796, 0.10253333300352097, 0.10076666623353958, 0.10011667013168335];[2.3322784900665283, 2.3257367610931396, 2.326296091079712, 2.3252546787261963];2.3485589027404785;0.09799999743700027
287;1.0;0.7;3;[64, 32, 16, 10];14.248594045639038;[0.10306666791439056, 0.10369999706745148, 0.10251666605472565, 0.0997999981045723];[3.4104950428009033, 2.3248846530914307, 2.3253276348114014, 2.324673652648926];2.3120546340942383;0.10320000350475311
288;1.0;0.8;3;[16, 32, 64, 10];11.453042030334473;[0.10386666655540466, 0.10328333079814911, 0.10130000114440918, 0.09993333369493484];[2.3387722969055176, 2.3376898765563965, 2.3387327194213867, 2.337803363800049];2.3698110580444336;0.10100000351667404
289;1.0;0.8;3;[16, 64, 32, 10];10.645338773727417;[0.10480000078678131, 0.10135000199079514, 0.10463333129882812, 0.1026500016450882];[2.337341785430908, 2.3367791175842285, 2.337610960006714, 2.3358702659606934];2.3152637481689453;0.0957999974489212
290;1.0;0.8;3;[32, 16, 64, 10];11.652408123016357;[0.102033331990242, 0.10066666454076767, 0.10289999842643738, 0.09948333352804184];[2.3528025150299072, 2.3376455307006836, 2.336623191833496, 2.3372364044189453];2.330591917037964;0.09740000218153
291;1.0;0.8;3;[32, 64, 16, 10];11.180225849151611;[0.10170000046491623, 0.10014999657869339, 0.10270000249147415, 0.10145000368356705];[2.3396153450012207, 2.338193416595459, 2.3376543521881104, 2.3401050567626953];2.3358616828918457;0.11349999904632568
292;1.0;0.8;3;[64, 16, 32, 10];12.181669473648071;[0.10046666860580444, 0.10189999639987946, 0.10074999928474426, 0.1042499989271164];[2.3390066623687744, 2.3387858867645264, 2.3387062549591064, 2.336331844329834];2.3190395832061768;0.10279999673366547
293;1.0;0.8;3;[64, 32, 16, 10];11.845552682876587;[0.10591666400432587, 0.10121666640043259, 0.10358333587646484, 0.10095000267028809];[2.3390183448791504, 2.3364923000335693, 2.334930658340454, 2.3365633487701416];2.3199427127838135;0.09799999743700027
294;1.0;0.9;3;[16, 32, 64, 10];9.874811887741089;[0.10258333384990692, 0.10130000114440918, 0.0992666631937027, 0.10126666724681854];[2.3803088665008545, 2.373349189758301, 2.380621910095215, 2.377183675765991];2.3855834007263184;0.10090000182390213
295;1.0;0.9;3;[16, 64, 32, 10];10.473480463027954;[0.10148333013057709, 0.10048333555459976, 0.09969999641180038, 0.10303333401679993];[2.3906867504119873, 2.371990919113159, 2.3705973625183105, 2.3768117427825928];2.339195728302002;0.09740000218153
296;1.0;0.9;3;[32, 16, 64, 10];12.293255090713501;[0.10226666927337646, 0.10189999639987946, 0.10125000029802322, 0.1023000031709671];[2.3822062015533447, 2.3784408569335938, 2.371936559677124, 2.3748722076416016];2.4430086612701416;0.10320000350475311
297;1.0;0.9;3;[32, 64, 16, 10];12.454556703567505;[0.10356666892766953, 0.1021166667342186, 0.10041666775941849, 0.0986500009894371];[2.381998062133789, 2.3746607303619385, 2.3752529621124268, 2.3807756900787354];2.3702783584594727;0.10320000350475311
298;1.0;0.9;3;[64, 16, 32, 10];12.459253787994385;[0.10423333197832108, 0.10328333079814911, 0.10316666960716248, 0.1023833304643631];[816.4632568359375, 2.3715789318084717, 2.3717353343963623, 2.3707151412963867];2.324519395828247;0.09799999743700027
299;1.0;0.9;3;[64, 32, 16, 10];13.810299158096313;[0.10071666538715363, 0.10315000265836716, 0.10289999842643738, 0.10313333570957184];[3925489920.0, 2.3759565353393555, 2.377284288406372, 2.3731396198272705];2.4214963912963867;0.11349999904632568
